AAMDC	ATXN3
AAMDC	GDAP1
AAMDC	GORASP2
AAMDC	HTT
AAMDC	TRIM54
AAMP	AEN
AAMP	BHLHE40
AAMP	C8orf33
AAMP	MAP1LC3B
AAMP	NELFCD
AAMP	NKAPD1
AAMP	VPS52
AANAT	BHLHE40
AANAT	EIF4E3
AANAT	KRTAP8-1
AANAT	YWHAZ
AAR2	FKBP5
AAR2	FKBPL
AAR2	GJA5
AAR2	MLF2
AARS1	EEF1B2
AARS1	ETS1
AARS1	FN1
AARS1	VCAM1
AARS2	MEGF10
AASDH	RPL36
AASDHPPT	EFHC2
AASDHPPT	SIAH1
AATF	APP
AATF	EFNB3
AATF	KAT2A
AATF	LAMC3
AATF	MPHOSPH6
AATF	PCBD2
AATF	PIK3R1
AATF	RAC1
AATF	SMAD3
AATF	TADA2A
AATF	TADA2B
AATF	TADA3
AATK	CDC25B
AATK	DUSP1
AATK	DUSP14
AATK	DUSP29
AATK	DUSP6
AATK	DUSP9
AATK	ERBB2
AATK	EYA2
AATK	ILKAP
AATK	MTMR10
AATK	MTMR6
AATK	MTMR8
AATK	MTMR9
AATK	PPM1B
AATK	PPM1F
AATK	PPM1K
AATK	PPM1M
AATK	PPP1CB
AATK	PPP1CC
AATK	PPP3CA
AATK	PPP3CB
AATK	PTEN
AATK	PTPDC1
AATK	PTPN11
AATK	PTPN12
AATK	PTPN18
AATK	PTPN20
AATK	PTPN6
AATK	PTPN7
AATK	PTPRR
AATK	SBF1
AATK	STYX
AATK	TAB1
AATK	TPTE2
ABAT	CRK
ABCA1	ABCA12
ABCA1	AOX1
ABCA1	APOA1
ABCA1	ARHGEF11
ABCA1	DLG2
ABCA1	FADD
ABCA1	IKBKG
ABCA1	LIN7B
ABCA1	MPDZ
ABCA1	PRPF8
ABCA1	SDHB
ABCA1	SLC25A34
ABCA1	SNTB1
ABCA1	SNTB2
ABCA1	TGM2
ABCA1	TRIM27
ABCA1	UGP2
ABCA2	DRD2
ABCA5	CYP2E1
ABCA5	NR4A1
ABCB1	CD4
ABCB1	HMMR
ABCB1	RNF2
ABCB11	DDIT4L
ABCB11	NR4A1
ABCB4	TESK1
ABCB5	CCND2
ABCB5	CD44
ABCB5	EPHA2
ABCB5	ERBB2
ABCB5	FGFR4
ABCB5	RAF1
ABCB5	STK11
ABCB6	SDCBP
ABCB6	TSG101
ABCB8	SAT1
ABCC1	AZGP1
ABCC1	NPM1
ABCC1	TRAF3
ABCC2	MCPH1
ABCC2	NFKB1
ABCC2	SHANK3
ABCC4	MPP1
ABCC5	AK2
ABCC5	RBP5
ABCC5	SERPINA3
ABCC5	SMC2
ABCC6	AK2
ABCC6	CRYL1
ABCC6	FURIN
ABCC6	NR4A1
ABCC9	EEF1G
ABCD1	ABCD2
ABCD1	ABCD3
ABCD1	PEX19
ABCD1	RPSA
ABCD1	SLC27A2
ABCD3	LACC1
ABCD3	PABIR3
ABCD3	PEX19
ABCD3	PSMA1
ABCD3	TUFT1
ABCD4	DLEU1
ABCD4	HSPB2
ABCD4	LMBRD1
ABCD4	SARAF
ABCF1	ENG
ABCF1	ITGB3BP
ABCF1	PCSK4
ABCF2	ANKRD28
ABCF2	HADHA
ABCF3	DLEU1
ABCF3	TRIM27
ABCG1	LAMP2
ABCG1	PRPF40A
ABCG1	SH3GLB1
ABCG2	PIM1
ABCG4	GPR152
ABCG4	PLEKHF2
ABCG4	SGTB
ABCG4	TMEM50A
ABCG4	WFS1
ABCG4	ZDHHC17
ABCG5	NCK1
ABCG8	ABCG5
ABCG8	AGPAT2
ABCG8	ANG
ABCG8	LMNB1
ABCG8	MAL2
ABCG8	NR4A1
ABHD1	KASH5
ABHD11	ANKRD11
ABHD11	DOK6
ABHD11	GCA
ABHD11	HR
ABHD11	MDFI
ABHD11	MGAT5B
ABHD11	MORN3
ABHD11	PRKAB2
ABHD11	PROP1
ABHD11	PRR35
ABHD11	RUSC1
ABHD11	USHBP1
ABHD11	VENTX
ABHD11	VPS37C
ABHD11	WWOX
ABHD11	YTHDF1
ABHD11	ZIC1
ABHD12B	LAMP2
ABHD12B	SH3GLB1
ABHD15	VWC2
ABHD16A	GJA5
ABHD16A	GPRC5C
ABHD16A	LTA
ABHD16A	MT-ND3
ABHD16A	MT-ND4
ABHD16A	PRAF2
ABHD16A	PTGS2
ABHD16A	SEC22B
ABHD16A	SERF1B
ABHD16A	TM4SF19-DYNLT2B
ABHD16A	UPF1
ABHD17A	EHMT2
ABHD17A	GOLGA2
ABHD17A	HPGDS
ABHD17A	KRTAP5-9
ABHD17A	PNMA1
ABHD17A	RGS20
ABHD17A	TNIP1
ABHD17A	TRIM27
ABHD17C	ATXN3
ABHD17C	HTT
ABHD17C	PEX26
ABHD17C	SNCA
ABHD17C	TRIM54
ABHD4	AURKAIP1
ABHD4	BNIP2
ABHD4	CMTM5
ABHD4	COL4A5
ABHD4	CSNK2B
ABHD4	DERL1
ABHD4	DGAT2L6
ABHD4	HTATIP2
ABHD4	IGFBP5
ABHD4	INSIG2
ABHD4	PLIN3
ABHD4	RABAC1
ABHD4	REEP5
ABHD4	TK1
ABHD5	CERCAM
ABHD5	CLCN4
ABHD5	COQ8A
ABHD5	DGAT2L6
ABHD5	GAD2
ABHD5	GET1
ABHD5	GRIA4
ABHD5	MIEF1
ABHD5	PCNX2
ABHD5	PLIN1
ABHD5	PLIN2
ABHD5	PLIN3
ABHD5	PLIN5
ABHD5	PNPLA2
ABHD5	RBFA
ABHD5	RNF24
ABHD5	RUSC1
ABHD5	SH3GLB1
ABHD5	SLC44A3
ABHD5	TMEM14B
ABHD5	TMEM31
ABHD5	TPD52L2
ABHD5	ZCCHC12
ABHD6	FIS1
ABHD6	RTP2
ABHD6	SCAMP4
ABHD6	TVP23B
ABI1	ABI2
ABI1	ABL2
ABI1	C22orf15
ABI1	CACNA1A
ABI1	CBLB
ABI1	CCDC57
ABI1	CCHCR1
ABI1	CRK
ABI1	DST
ABI1	DTNB
ABI1	EIF3H
ABI1	ENAH
ABI1	FER
ABI1	FYN
ABI1	GRB2
ABI1	HCK
ABI1	HHEX
ABI1	HNRNPK
ABI1	HOMER1
ABI1	INPPL1
ABI1	ITK
ABI1	LCK
ABI1	LMO1
ABI1	MAB21L2
ABI1	NCF1
ABI1	NFASC
ABI1	NHSL2
ABI1	PCM1
ABI1	PIK3R1
ABI1	PIK3R2
ABI1	PIK3R3
ABI1	PLCG1
ABI1	PRKAA2
ABI1	RASA1
ABI1	RBM15
ABI1	SOCS7
ABI1	SORBS1
ABI1	SORBS2
ABI1	SPTA1
ABI1	SRRM1
ABI1	SYNE2
ABI1	VARS2
ABI1	VAV1
ABI1	VAV2
ABI1	YES1
ABI2	ABL2
ABI2	ABLIM3
ABI2	ACTMAP
ABI2	ANKRD55
ABI2	ATP23
ABI2	BAG4
ABI2	BIN3
ABI2	BLOC1S5
ABI2	BORCS6
ABI2	BRK1
ABI2	C1orf216
ABI2	C20orf202
ABI2	C4orf17
ABI2	CCDC102B
ABI2	CCDC57
ABI2	CCDC74B
ABI2	CCHCR1
ABI2	CENPH
ABI2	CEP44
ABI2	CEP57
ABI2	CUEDC1
ABI2	CYFIP1
ABI2	DCTN2
ABI2	DISC1
ABI2	DLGAP2
ABI2	EIF3H
ABI2	FAM161B
ABI2	FAM166B
ABI2	FAM90A1
ABI2	FAM9C
ABI2	FOXD4L1
ABI2	GAS2L2
ABI2	GCC1
ABI2	GGN
ABI2	GPANK1
ABI2	HGS
ABI2	HHEX
ABI2	HNRNPK
ABI2	HSF2BP
ABI2	IHO1
ABI2	INCA1
ABI2	INSYN1
ABI2	KIFC3
ABI2	KRT13
ABI2	KRT14
ABI2	KRT15
ABI2	KRT19
ABI2	KRT20
ABI2	KRT24
ABI2	KRT27
ABI2	KRT75
ABI2	LGALS9B
ABI2	LHX8
ABI2	LMO1
ABI2	LMO4
ABI2	LURAP1
ABI2	MAGEA1
ABI2	MCM7
ABI2	MED11
ABI2	MRFAP1
ABI2	MRFAP1L1
ABI2	MYO15B
ABI2	MYOZ3
ABI2	NCK1
ABI2	NCKIPSD
ABI2	NFASC
ABI2	NHSL2
ABI2	NLGN1
ABI2	NUP62
ABI2	OOEP
ABI2	PAK2
ABI2	PCDH10
ABI2	PCDH17
ABI2	PDLIM7
ABI2	PHETA1
ABI2	PLEKHN1
ABI2	PPP3CA
ABI2	PRDM14
ABI2	PRKAA2
ABI2	PRR16
ABI2	PRR20A
ABI2	PRR20B
ABI2	PRR20C
ABI2	PRR20D
ABI2	PRR20E
ABI2	PWWP2B
ABI2	RABGEF1
ABI2	RNPS1
ABI2	RPP25
ABI2	RUSC1
ABI2	SLA
ABI2	SNAPIN
ABI2	SNX18
ABI2	SNX7
ABI2	STX19
ABI2	TPM2
ABI2	TRIM72
ABI2	TRIML2
ABI2	UBQLN2
ABI2	VPS28
ABI2	WASHC1
ABI2	WWOX
ABI2	ZFP90
ABI2	ZNF474
ABI2	ZNF688
ABI3	ABI2
ABI3	ABI3BP
ABI3	ACTN3
ABI3	ARHGAP9
ABI3	ARMC7
ABI3	BAIAP2L2
ABI3	BFSP2
ABI3	BLOC1S5
ABI3	CEP170
ABI3	CEP44
ABI3	DTNB
ABI3	EIF3H
ABI3	EIF3M
ABI3	EMILIN1
ABI3	EVL
ABI3	FAM124B
ABI3	FARSA
ABI3	FBF1
ABI3	GNG13
ABI3	GOLM1
ABI3	GRB2
ABI3	HOMER1
ABI3	IFT20
ABI3	IHO1
ABI3	KANK2
ABI3	KIAA0408
ABI3	KIFC3
ABI3	KLC4
ABI3	KRT13
ABI3	KRT14
ABI3	KRT15
ABI3	KRT24
ABI3	KRT28
ABI3	KRT35
ABI3	KRT36
ABI3	KRT38
ABI3	MAGEA12
ABI3	MIS18A
ABI3	MRFAP1
ABI3	MRFAP1L1
ABI3	NDEL1
ABI3	NHSL2
ABI3	NUP58
ABI3	PSMA1
ABI3	STX2
ABI3	VARS2
ABI3	VASP
ABI3	WASF1
ABI3	WASHC1
ABI3BP	FZD5
ABI3BP	GOT1
ABITRAM	C4orf19
ABITRAM	HMBOX1
ABITRAM	PUS10
ABL1	ABI1
ABL1	ABI2
ABL1	ABR
ABL1	ACAP1
ABL1	ADAM10
ABL1	AHSG
ABL1	AIRE
ABL1	AKAP6
ABL1	ANAPC15
ABL1	APOL5
ABL1	AR
ABL1	ARHGEF11
ABL1	ASAP1
ABL1	ASB16
ABL1	ATM
ABL1	BAZ2A
ABL1	BMP8B
ABL1	BRCA2
ABL1	BRPF3
ABL1	C6
ABL1	CAST
ABL1	CAV1
ABL1	CBL
ABL1	CCKBR
ABL1	CD2AP
ABL1	CDC27
ABL1	CDKL5
ABL1	CELSR3
ABL1	CENPA
ABL1	CHRD
ABL1	CKAP5
ABL1	CNTFR
ABL1	CNTNAP1
ABL1	CRK
ABL1	CRKL
ABL1	CSMD2
ABL1	CUL7
ABL1	CYP4F2
ABL1	DAPK1
ABL1	DDX41
ABL1	DKKL1
ABL1	DLGAP1
ABL1	DLGAP2
ABL1	DLGAP3
ABL1	DLGAP4
ABL1	DLX4
ABL1	DNASE1L2
ABL1	DNM1
ABL1	DNM2
ABL1	DNM3
ABL1	DOCK3
ABL1	DUSP15
ABL1	DVL2
ABL1	EFNA5
ABL1	EFS
ABL1	EGFR
ABL1	EPB41L3
ABL1	EPHB2
ABL1	ERBB2
ABL1	ERBB3
ABL1	ERBB4
ABL1	F2RL2
ABL1	FAM110A
ABL1	FLNA
ABL1	FLNC
ABL1	FLT3
ABL1	FOXF2
ABL1	FYB1
ABL1	FYN
ABL1	G3BP2
ABL1	GABBR1
ABL1	GAD1
ABL1	GJA8
ABL1	GNS
ABL1	GPR45
ABL1	GPX1
ABL1	GRB2
ABL1	GRIP2
ABL1	GSTZ1
ABL1	GSX2
ABL1	GTF2IRD1
ABL1	GTF3A
ABL1	HCN2
ABL1	HCN4
ABL1	HEXA
ABL1	HNRNPR
ABL1	HOXC8
ABL1	HSP90AB1
ABL1	KIFC2
ABL1	KIT
ABL1	KMT2B
ABL1	LIG3
ABL1	LRBA
ABL1	LRP2
ABL1	LRRK1
ABL1	LRRK2
ABL1	LTBP2
ABL1	MAP4K1
ABL1	MED14
ABL1	MEPE
ABL1	MIA2
ABL1	MKI67
ABL1	MSH5
ABL1	NBEA
ABL1	NCK1
ABL1	NCKAP5
ABL1	NCKIPSD
ABL1	NEK8
ABL1	NELFB
ABL1	NFASC
ABL1	NFS1
ABL1	NOTCH3
ABL1	NPVF
ABL1	NTRK1
ABL1	NXPH3
ABL1	OGN
ABL1	ORC1
ABL1	OSBPL5
ABL1	P2RX7
ABL1	PAX3
ABL1	PCDHA7
ABL1	PDE4D
ABL1	PDIA2
ABL1	PIK3R1
ABL1	PKD1
ABL1	PLCG1
ABL1	PLEKHA4
ABL1	POLD1
ABL1	PPP3CA
ABL1	PRDX1
ABL1	PRICKLE3
ABL1	PRX
ABL1	PSTPIP1
ABL1	PTPN4
ABL1	RAPGEF1
ABL1	RGS20
ABL1	RIMS1
ABL1	RIN3
ABL1	ROS1
ABL1	RPP38
ABL1	RTN4
ABL1	RYBP
ABL1	SCARF2
ABL1	SELENON
ABL1	SEMA7A
ABL1	SF1
ABL1	SF3B4
ABL1	SHANK3
ABL1	SHD
ABL1	SHE
ABL1	SLC22A3
ABL1	SLC24A1
ABL1	SNCA
ABL1	SNX12
ABL1	SNX17
ABL1	SNX3
ABL1	SNX8
ABL1	SOS2
ABL1	SP1
ABL1	SPRR2A
ABL1	SPTAN1
ABL1	SRC
ABL1	STAT5B
ABL1	SUV39H2
ABL1	SYNJ2
ABL1	TGOLN2
ABL1	TMEM74B
ABL1	TRIM39
ABL1	TSKS
ABL1	TULP4
ABL1	UBC
ABL1	UHMK1
ABL1	VAV1
ABL1	VPREB1
ABL1	VPS13A
ABL1	WNK2
ABL1	YWHAG
ABL1	ZDHHC16
ABL2	C15orf48
ABL2	CAV1
ABL2	CRK
ABL2	EGFR
ABL2	FLT3
ABL2	FYN
ABL2	GRB2
ABL2	HCK
ABL2	NCK1
ABL2	OIP5
ABL2	SF1
ABL2	SORBS2
ABL2	STAT3
ABL2	ZMAT1
ABLIM1	BEGAIN
ABLIM1	CALCOCO2
ABLIM1	CARD9
ABLIM1	CCDC57
ABLIM1	ENG
ABLIM1	FHL2
ABLIM1	GOLGA2
ABLIM1	HSF2BP
ABLIM1	KRT15
ABLIM1	LDOC1
ABLIM1	PTPRD
ABLIM1	TRAF2
ABLIM1	TSC22D4
ABLIM1	TTN
ABLIM1	USHBP1
ABLIM2	ABRA
ABLIM2	AHNAK2
ABLIM2	CHAT
ABLIM2	LMNA
ABLIM2	SREBF2
ABLIM3	BRCA1
ABLIM3	CATSPER1
ABLIM3	ZNF620
ABRA	ACTA1
ABRA	TRAPPC2
ABRAXAS2	OPTN
ABRAXAS2	SMURF2
ABRAXAS2	THAP5
ABT1	CDCA7L
ABT1	DVL3
ABT1	FAM9B
ABT1	HTT
ABT1	KANK2
ABT1	MAB21L3
ABT1	PRNP
ABT1	RNF151
ABT1	SYNE4
ABT1	TSPYL2
ABTB1	ATXN1
ABTB1	CAPRIN1
ABTB1	SMAD2
ABTB1	SMAD9
ABTB1	TARDBP
ACAA1	FEM1A
ACAA1	TFCP2
ACAA1	TXNDC11
ACAA2	HSPB2
ACACA	ATXN1
ACACB	HLCS
ACAD8	TSG101
ACADS	IRF7
ACADVL	GPHN
ACADVL	RPSA
ACADVL	SOCS3
ACADVL	TAF1B
ACAN	APP
ACAP1	FCHSD2
ACAP1	GRB2
ACAP1	KAT5
ACAP1	LMO3
ACAP1	NCK1
ACAP1	NEBL
ACAP1	PRKCA
ACAP1	RABGAP1L
ACAP1	SETDB1
ACAP1	SH3RF1
ACAP1	SRC
ACAP1	UQCRB
ACAP1	UQCRC2
ACAP1	YWHAG
ACAP3	ITGB3BP
ACAP3	SLC35G2
ACAT1	AGXT
ACAT1	VCAM1
ACAT2	TERF1
ACAT2	WWOX
ACBD3	HSCB
ACBD3	SMURF2
ACBD5	GRM2
ACBD5	TMEM229B
ACBD6	IKBKG
ACCS	FBF1
ACCS	UQCRB
ACD	AFAP1L2
ACD	AIPL1
ACD	ANKMY2
ACD	ANXA8L1
ACD	BAG3
ACD	CKB
ACD	DBN1
ACD	DBNL
ACD	EIF4B
ACD	ENO2
ACD	ENSA
ACD	FKBP6
ACD	IPO5
ACD	IVL
ACD	LDHA
ACD	LRRC25
ACD	NCDN
ACD	NTAQ1
ACD	POT1
ACD	RBKS
ACD	SBDS
ACD	STUB1
ACD	SULT1C2
ACD	TAGLN
ACD	TOMM34
ACD	TRIM16
ACD	TRIM55
ACD	TRIM63
ACD	TUBB4B
ACD	USP7
ACD	ZFP36L1
ACD	ZNF790
ACE	BDKRB2
ACE2	ITGA2
ACE2	ITGB1
ACE2	ITGB5
ACE2	SLC6A19
ACHE	COLQ
ACHE	RACK1
ACIN1	ABCF3
ACIN1	AKR1C3
ACIN1	BTBD10
ACIN1	KLHL26
ACIN1	PAFAH1B2
ACIN1	PCBD1
ACIN1	PNN
ACIN1	RNPS1
ACIN1	SRPK2
ACKR2	CREB3
ACKR2	EFNA5
ACKR2	MS4A1
ACKR2	NIPAL4
ACKR2	SACM1L
ACKR2	SLC13A4
ACKR2	TMEM167B
ACKR3	ADRA1A
ACKR3	ADRA1B
ACKR3	ADRA1D
ACKR3	ATP13A2
ACKR3	AVPR1A
ACKR3	CXCR4
ACKR3	PECAM1
ACLY	TFAP2C
ACMSD	GPSM3
ACMSD	MAGEA11
ACMSD	PLIN3
ACO1	CLTC
ACO1	MYBPC1
ACO1	NEB
ACO1	PXN
ACO2	TCIM
ACO2	VCAM1
ACOT11	HGS
ACOT11	MKRN3
ACOT12	PAX5
ACOT13	FN1
ACOT13	LMO3
ACOT13	NTAQ1
ACOT2	NLGN3
ACOT7	ACOT12
ACOT7	ATXN1
ACOT7	BAG4
ACOT7	CRYAB
ACOT7	DAZAP2
ACOT7	DCTD
ACOT7	ENKD1
ACOT7	MAGEA3
ACOT7	MAGEA6
ACOT7	NCOA5
ACOT7	POU6F1
ACOT7	SPATC1L
ACOT7	TERF1
ACOT7	THAP1
ACOT7	UBQLN1
ACOT7	UBQLN2
ACOT7	UBXN1
ACOT7	ZNF438
ACOT8	P4HA3
ACOT8	PEX5
ACOT8	PRDM16
ACOT8	REL
ACOX1	LRRC66
ACP1	ERBB2
ACP1	SFMBT1
ACP1	VCAM1
ACP2	GAB2
ACP2	GPR85
ACP2	KLK6
ACP2	PAK1
ACP5	EGR2
ACP5	MAPK9
ACP5	TNFSF10
ACR	ZP3
ACR	ZP4
ACSBG1	GSK3B
ACSF2	AGTRAP
ACSF2	ARL13B
ACSF2	ARL6IP1
ACSF2	C10orf67
ACSF2	DGAT2L6
ACSF2	GPR152
ACSF2	MICOS13
ACSF2	SH3GLB1
ACSF2	SIGLEC12
ACSF3	KRT40
ACSF3	TRIM27
ACSL1	NR3C2
ACSL3	C15orf40
ACSL3	DDX42
ACSL3	DOCK11
ACSL3	GTF2F2
ACSL3	STX17
ACSL4	HTATIP2
ACSL6	PCMTD2
ACSL6	ZNF16
ACSL6	ZNF655
ACSM1	MAGEA2
ACSM1	MAGEA2B
ACSM2B	MAGEA11
ACSM3	EHMT2
ACSM5	EP300
ACSS2	UPF1
ACSS3	LEFTY2
ACSS3	OPTN
ACTA1	ASCL4
ACTA1	C17orf97
ACTA1	CCT4
ACTA1	CCT5
ACTA1	DNASE1
ACTA1	DUX4L9
ACTA1	GC
ACTA1	GSN
ACTA1	HSPB2
ACTA1	INCA1
ACTA1	MIB2
ACTA1	PCYT1B
ACTA1	PNMA5
ACTA1	RNF167
ACTA1	SYNC
ACTA1	TNNI3K
ACTA1	TRIM63
ACTA1	ZNF16
ACTA1	ZNF20
ACTA2	CCT4
ACTA2	CCT5
ACTA2	PCYT1B
ACTA2	TFAP2A
ACTA2	TSC1
ACTB	ACD
ACTB	ACTG1
ACTB	ACTN2
ACTB	ANXA7
ACTB	AR
ACTB	ATP13A2
ACTB	BCL2L1
ACTB	CAP2
ACTB	CAPZB
ACTB	CCR10
ACTB	CCT2
ACTB	CCT5
ACTB	CDC37
ACTB	CDKN1A
ACTB	CFL1
ACTB	CFL2
ACTB	CSNK2B
ACTB	DSTN
ACTB	DUSP19
ACTB	EHHADH
ACTB	ENC1
ACTB	EP300
ACTB	FBXO25
ACTB	HNRNPD
ACTB	HSPA8
ACTB	HSPB2
ACTB	HTT
ACTB	KHDRBS1
ACTB	MTNR1A
ACTB	NCF1
ACTB	NDEL1
ACTB	NEB
ACTB	NLRP12
ACTB	NTAQ1
ACTB	NUDCD2
ACTB	PCM1
ACTB	PCYT1B
ACTB	PFN1
ACTB	PLG
ACTB	POT1
ACTB	PPFIA1
ACTB	PROSER2
ACTB	RAC1
ACTB	RAC2
ACTB	RAD51
ACTB	RPA1
ACTB	RPA2
ACTB	RPA3
ACTB	RPL10A
ACTB	SMN1
ACTB	SMN2
ACTB	TINF2
ACTB	TRAP1
ACTB	TSC1
ACTB	TTR
ACTB	TUBA8
ACTB	UBE2I
ACTB	VPS29
ACTB	WDR1
ACTBL2	LIMA1
ACTC1	BCL11A
ACTC1	CHRAC1
ACTC1	DBN1
ACTC1	DOP1A
ACTC1	GAPDH
ACTC1	HSPB2
ACTC1	MPC1
ACTC1	NLRC3
ACTC1	OR8U8
ACTC1	PLA2R1
ACTC1	PLCZ1
ACTC1	PLEC
ACTC1	RNPC3
ACTC1	SCYL2
ACTC1	TPM1
ACTG1	CTBP2
ACTG1	GIT2
ACTG1	HSPB2
ACTG1	ITGB3BP
ACTG1	MAPK6
ACTG1	PRSS23
ACTG1	ST3GAL3
ACTG1	TMSB4X
ACTG1	TNIK
ACTG1	TUBA8
ACTG1	VASP
ACTL6A	EWSR1
ACTL6B	COQ9
ACTL6B	CTBP1
ACTL7A	ENAH
ACTL7B	CASP6
ACTL7B	HIP1
ACTL7B	LAMP2
ACTL7B	RAN
ACTL9	QRICH1
ACTMAP	ARID5A
ACTMAP	CYSRT1
ACTMAP	INCA1
ACTMAP	KPRP
ACTMAP	KRTAP26-1
ACTMAP	NOXA1
ACTMAP	QRICH1
ACTN1	ACTN2
ACTN1	ACTN3
ACTN1	APC
ACTN1	ATXN2
ACTN1	ATXN7
ACTN1	C14orf119
ACTN1	CBY2
ACTN1	CDK5R1
ACTN1	CDK5R2
ACTN1	CLU
ACTN1	COIL
ACTN1	DAG1
ACTN1	DDN
ACTN1	DYNLT1
ACTN1	EIF2S1
ACTN1	EPM2AIP1
ACTN1	FXN
ACTN1	GADD45G
ACTN1	GFI1B
ACTN1	GIT2
ACTN1	GRM5
ACTN1	GTF2H1
ACTN1	HSPB1
ACTN1	KCTD6
ACTN1	KPNA2
ACTN1	LNX1
ACTN1	MAGEA11
ACTN1	MICALL2
ACTN1	MYOT
ACTN1	MYOZ1
ACTN1	MYOZ2
ACTN1	NKAPD1
ACTN1	NUMBL
ACTN1	OAS1
ACTN1	PDHX
ACTN1	PDLIM1
ACTN1	PDLIM4
ACTN1	PIAS4
ACTN1	PSMA1
ACTN1	RPS27
ACTN1	SORBS2
ACTN1	SYNPO2L
ACTN1	TTN
ACTN1	TUBA1A
ACTN1	TXN
ACTN1	XRCC4
ACTN1	ZYX
ACTN2	ACTN3
ACTN2	ANG
ACTN2	APPL1
ACTN2	ASH2L
ACTN2	ATXN2
ACTN2	BRMS1L
ACTN2	CCDC187
ACTN2	CNNM3
ACTN2	COIL
ACTN2	DISC1
ACTN2	DUX1
ACTN2	DYSF
ACTN2	FBXL22
ACTN2	GRIN2B
ACTN2	HSPB1
ACTN2	HTR1B
ACTN2	KCNA4
ACTN2	KCNA5
ACTN2	KCNN2
ACTN2	LRP12
ACTN2	MICALL2
ACTN2	MOS
ACTN2	MYBPC2
ACTN2	MYOT
ACTN2	MYOZ1
ACTN2	MYOZ2
ACTN2	NCAPH2
ACTN2	NKAPD1
ACTN2	NTAQ1
ACTN2	ODF3B
ACTN2	PDLIM1
ACTN2	PDLIM3
ACTN2	PSMA1
ACTN2	RPL35
ACTN2	RPP14
ACTN2	RTP5
ACTN2	SAXO1
ACTN2	SNAI1
ACTN2	SYNPO2L
ACTN2	TTN
ACTN2	ZC2HC1C
ACTN2	ZNF446
ACTN3	BRCA1
ACTN3	CTAG1A
ACTN3	DUX1
ACTN3	DUX4L9
ACTN4	ACTN3
ACTN4	ATXN7
ACTN4	C14orf119
ACTN4	CAMK2A
ACTN4	CAMK2B
ACTN4	COIL
ACTN4	CTNNB1
ACTN4	EGFR
ACTN4	HGS
ACTN4	KPNA2
ACTN4	MAPK7
ACTN4	MICALL2
ACTN4	MYOZ1
ACTN4	MYOZ2
ACTN4	RPS27
ACTN4	SACS
ACTN4	STAT1
ACTN4	TFAP2A
ACTN4	TRIM23
ACTN4	TTN
ACTN4	TXN
ACTN4	VCAM1
ACTR10	DCTN4
ACTR10	HOMEZ
ACTR1A	SPTBN2
ACTR1B	CSNK2B
ACTR1B	MAPK6
ACTR1B	TK1
ACTR2	ELF5
ACTR2	VCAM1
ACTR3	APP
ACTR3	FN1
ACTR3	JUND
ACTR3	UNG
ACTR5	CSNK2B
ACTR5	PPL
ACVR1	BMPR2
ACVR1	FNTA
ACVR1	SMAD1
ACVR1	THRB
ACVR1B	BAG6
